Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
P53597,P53597,1,1,1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,"sp|P53597|SUCA_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,3.5,3.5,3.5,36.249,346,346,1,12,0.003264,7.0664,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.5,3.5,3.5,0,3.5,3.5,3.5,3.5,3505300,516320,247480,221860,0,1347000,596070,424840,151680,0,0,0,0,0,0,0,0,1,1,1,0,2,2,1,2,10,,,,1099,7748,TRUE,8087;8088,48734;48735;48736;48737;48738;48739;48740;48741;48742;48743;48744;48745,35422;35423;35424;35425;35426;35427;35428;35429;35430;35431,35429,,,9606
P53602,P53602,5,5,5,Diphosphomevalonate decarboxylase,MVD,sp|P53602|MVD1_HUMAN Diphosphomevalonate decarboxylase OS=Homo sapiens OX=9606 GN=MVD PE=1 SV=1,1,5,5,5,4,3,3,5,4,3,2,3,4,3,3,5,4,3,2,3,4,3,3,5,4,3,2,3,13,13,13,43.404,400,400,1,31,0,45.305,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.5,7.2,7.2,13,10.5,7.5,5,7.5,31708000,10669000,1816800,3335100,5483500,2921500,2896400,1456300,3129500,1564900,689290,1514900,1616800,750740,626860,649300,882980,4,1,2,4,2,3,2,2,20,,,,1100,852;4644;5711;8964;12119,True;True;True;True;True,894;4840;5955;9400;12682,5189;5190;5191;5192;5193;5194;5195;5196;5197;5198;29034;29035;29036;29037;29038;29039;29040;29041;29042;36063;57022;57023;57024;57025;57026;77612;77613;77614;77615;77616;77617,3775;3776;3777;3778;21200;21201;21202;21203;21204;21205;21206;21207;26259;41598;56785;56786;56787;56788;56789;56790,3776;21200;26259;41598;56785,,,9606
P53611,P53611,1,1,1,Geranylgeranyl transferase type-2 subunit beta,RABGGTB,sp|P53611|PGTB2_HUMAN Geranylgeranyl transferase type-2 subunit beta OS=Homo sapiens OX=9606 GN=RABGGTB PE=1 SV=2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,3.3,3.3,3.3,36.924,331,331,1,6,0.0024814,7.1998,By MS/MS,By matching,By matching,,By MS/MS,By MS/MS,By matching,,3.3,3.3,3.3,0,3.3,3.3,3.3,0,4466700,1255100,606040,773630,0,516460,640250,675190,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,,,,1101,3850,TRUE,4007,23821;23822;23823;23824;23825;23826,17367;17368;17369,17367,,,9606
P53618,P53618,8,8,8,Coatomer subunit beta,COPB1,sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,1,8,8,8,7,6,6,2,3,3,6,7,7,6,6,2,3,3,6,7,7,6,6,2,3,3,6,7,11.4,11.4,11.4,107.14,953,953,1,40,0,88.995,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.9,8,7.7,2.5,3.1,3.1,8,10.4,31512000,12025000,2569100,4029600,634480,1930300,1314300,3625500,5384400,1882600,1363900,1732400,0,974170,1008000,1117500,2086400,6,4,5,0,1,2,2,5,25,,,,1102,1293;1545;6685;7103;7970;8339;10880;11710,True;True;True;True;True;True;True;True,1355;1619;6963;7402;8364;8757;11383;12256,7973;7974;7975;7976;7977;7978;7979;9537;9538;9539;42175;44657;44658;44659;44660;44661;44662;44663;50730;50731;50732;50733;53145;53146;53147;53148;53149;69547;69548;69549;69550;69551;69552;74962;74963;74964;74965;74966;74967;74968,5844;5845;5846;5847;5848;5849;5850;6937;6938;6939;30689;32539;32540;32541;32542;37020;37021;37022;38833;38834;38835;38836;50929;54914;54915;54916;54917;54918,5845;6937;30689;32539;37022;38833;50929;54914,,,9606
P53621,P53621,13,13,13,Coatomer subunit alpha;Xenin;Proxenin,COPA,sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,1,13,13,13,10,5,7,5,1,5,5,10,10,5,7,5,1,5,5,10,10,5,7,5,1,5,5,10,14.7,14.7,14.7,138.34,1224,1224,1,49,0,100.27,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.9,6.1,8.6,4,0.9,3.6,3.9,11.5,52789000,23151000,3354700,6265000,980250,315520,3424900,2821200,12476000,3272600,1490200,1557500,504240,0,1425500,1497200,2154800,8,2,6,1,0,3,2,9,31,,,,1103,1012;2431;3371;6850;6987;7560;7770;8590;9941;10766;11059;11712;12097,True;True;True;True;True;True;True;True;True;True;True;True;True,1061;2538;3513;7134;7280;7868;8119;9016;10411;11266;11567;12258;12660,6277;14946;14947;14948;14949;20860;43179;43180;43181;43983;43984;43985;43986;43987;43988;43989;47448;47449;47450;47451;47452;48933;48934;48935;48936;48937;54761;54762;54763;54764;54765;54766;54767;63188;63189;63190;63191;68810;68811;68812;68813;68814;70590;74977;77494;77495;77496;77497;77498,4603;10828;10829;10830;10831;10832;15169;31426;31427;31428;32027;32028;34530;34531;34532;34533;35545;40018;46050;46051;46052;50353;50354;50355;50356;51679;54926;56695;56696;56697;56698,4603;10829;15169;31426;32027;34530;35545;40018;46050;50353;51679;54926;56696,,,9606
P53634,P53634,3,3,3,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,CTSC,sp|P53634|CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2,1,3,3,3,3,3,2,3,1,1,1,2,3,3,2,3,1,1,1,2,3,3,2,3,1,1,1,2,11.4,11.4,11.4,51.853,463,463,1,20,0,33.271,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.4,11.4,4.5,11.4,2.6,2.6,2.6,9.5,62397000,10620000,6733100,5398900,19627000,3177000,5705600,5251800,5883600,3307300,7187500,3514100,8518300,0,0,0,4600600,3,4,1,2,0,1,2,4,17,,,,1104,1350;3381;8344,True;True;True,1415;1416;3523;8762,8309;8310;8311;8312;8313;8314;20922;20923;20924;20925;20926;20927;53174;53175;53176;53177;53178;53179;53180;53181,6054;6055;6056;6057;6058;6059;6060;6061;15220;15221;38856;38857;38858;38859;38860;38861;38862,6060;15221;38861,394,420,9606
P53680,P53680,2,2,2,AP-2 complex subunit sigma,AP2S1,sp|P53680|AP2S1_HUMAN AP-2 complex subunit sigma OS=Homo sapiens OX=9606 GN=AP2S1 PE=1 SV=2,1,2,2,2,2,1,0,0,2,1,2,2,2,1,0,0,2,1,2,2,2,1,0,0,2,1,2,2,13.4,13.4,13.4,17.018,142,142,1,11,0,14.747,By MS/MS,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,13.4,4.9,0,0,13.4,4.9,13.4,13.4,5892700,3055000,256540,0,0,1154900,517220,477070,431970,623030,0,0,0,381970,0,0,0,2,1,0,0,2,1,3,2,11,,,,1105,2700;6608,True;True,2814;6883,16607;16608;16609;16610;16611;16612;41640;41641;41642;41643;41644,12033;12034;12035;12036;12037;12038;30280;30281;30282;30283;30284,12034;30284,,,9606
P53701,P53701,2,2,2,Cytochrome c-type heme lyase,HCCS,sp|P53701|CCHL_HUMAN Holocytochrome c-type synthase OS=Homo sapiens OX=9606 GN=HCCS PE=1 SV=1,1,2,2,2,0,2,2,1,1,0,2,1,0,2,2,1,1,0,2,1,0,2,2,1,1,0,2,1,6.7,6.7,6.7,30.601,268,268,1,9,0.0013381,10.921,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,0,6.7,6.7,4.1,2.6,0,6.7,4.1,1572400,0,433230,389300,64687,134980,0,411520,138740,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,,,,1106,3888;4611,True;True,4047;4804,24076;24077;24078;24079;28826;28827;28828;28829;28830,17555;21049,17555;21049,,,9606
P53985,P53985,1,1,1,Monocarboxylate transporter 1,SLC16A1,sp|P53985|MOT1_HUMAN Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,53.944,500,500,1,1,0.0041746,6.4424,By MS/MS,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,1107,1260,TRUE,1319,7765,5691,5691,,,9606
P53990,P53990,6,6,6,IST1 homolog,IST1,sp|P53990|IST1_HUMAN IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1,1,6,6,6,4,3,3,4,6,6,4,3,4,3,3,4,6,6,4,3,4,3,3,4,6,6,4,3,15.4,15.4,15.4,39.75,364,364,1,34,0,43.941,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.4,8.2,8,10.4,15.4,15.4,10.4,6.9,22961000,5859800,1483900,1495500,2653600,4770900,4460200,838870,1397700,1148500,802250,1168400,1333600,1474300,1309800,1008800,675150,3,1,2,3,3,5,3,1,21,,,,1108,1820;2629;5016;7270;7455;10882,True;True;True;True;True;True,1903;2741;5235;7570;7761;11385,11330;11331;11332;11333;11334;11335;11336;16153;16154;16155;16156;16157;16158;16159;16160;31509;31510;31511;31512;31513;31514;31515;31516;45688;45689;45690;45691;45692;45693;45694;46812;46813;69557;69558,8241;8242;8243;8244;8245;8246;11718;11719;11720;11721;11722;11723;11724;22985;33278;33279;33280;33281;34068;34069;50933,8244;11721;22985;33280;34069;50933,,,9606
P53992,P53992,4,3,3,Protein transport protein Sec24C,SEC24C,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3,1,4,3,3,3,3,3,2,1,3,3,3,2,3,2,2,1,2,2,2,2,3,2,2,1,2,2,2,3.7,3.1,3.1,118.32,1094,1094,1,17,0,21.509,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,2.6,3.1,2.9,2,1.1,2.9,2.7,2.7,7164100,1824800,607910,1031000,52448,245580,818140,602810,1981400,586120,293430,583620,0,0,383020,0,752670,2,1,2,1,0,2,0,1,9,,,,1109,2805;10105;12056;12288,False;True;True;True,2925;10577;12618;12856,17238;17239;17240;17241;17242;17243;64088;64089;64090;64091;64092;64093;64094;77210;77211;77212;77213;77214;78646;78647;78648;78649;78650,12490;12491;46715;46716;46717;46718;46719;56500;56501;57536;57537;57538,12490;46719;56500;57536,,,9606
P53999,P53999,2,2,2,Activated RNA polymerase II transcriptional coactivator p15,SUB1,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,1,2,2,2,0,1,2,1,0,1,0,1,0,1,2,1,0,1,0,1,0,1,2,1,0,1,0,1,11,11,11,14.395,127,127,1,6,0,30.388,,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,,By matching,0,10.2,11,11,0,10.2,0,10.2,5788300,0,1010600,1607900,845600,0,1222700,0,1101500,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,,,,1110,3367;5465,True;True,3509;5705,20836;20837;20838;20839;34385;34386,15146;15147;15148;25038,15147;25038,,,9606
P54105,P54105,1,1,1,Methylosome subunit pICln,CLNS1A,sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,10.5,10.5,10.5,26.215,237,237,1,7,0.0021882,8.9421,By MS/MS,,By matching,By MS/MS,By matching,By matching,By MS/MS,By matching,10.5,0,10.5,10.5,10.5,10.5,10.5,10.5,4712600,1054800,0,399840,987880,169980,366480,402060,1331600,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,,,,1111,7463,TRUE,7769,46856;46857;46858;46859;46860;46861;46862,34105;34106;34107,34105,,,9606
P54136,P54136,13,13,13,"Arginine--tRNA ligase, cytoplasmic",RARS,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",1,13,13,13,13,8,8,6,9,8,8,9,13,8,8,6,9,8,8,9,13,8,8,6,9,8,8,9,21.1,21.1,21.1,75.378,660,660,1,71,0,142.47,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,21.1,13.2,11.7,9.8,13.5,13,13,13.2,80753000,30540000,3077000,7383100,2783700,5804500,11051000,7410300,12704000,2251600,766570,1310500,654350,802460,1212300,1208500,1532900,13,7,7,3,6,7,9,8,60,,,,1112,2864;3195;3236;5184;5993;6903;6991;7207;9633;10004;11324;11378;11562,True;True;True;True;True;True;True;True;True;True;True;True;True,2988;3330;3372;5413;6249;7187;7284;7507;10093;10474;11846;11902;12098,17636;17637;17638;17639;17640;17641;17642;17643;19665;19666;19667;19668;19669;19670;19919;19920;19921;19922;19923;19924;19925;19926;32615;37899;37900;37901;37902;43462;43463;43464;43465;43466;43467;43468;44003;44004;45311;45312;45313;45314;45315;45316;45317;45318;61188;61189;61190;61191;61192;61193;61194;61195;61196;63567;63568;63569;63570;63571;63572;63573;72363;72364;72701;73941;73942;73943;73944;73945;73946;73947;73948,12784;12785;12786;12787;12788;12789;12790;12791;14254;14255;14256;14257;14258;14259;14461;14462;14463;14464;14465;14466;14467;23776;27530;27531;31661;31662;31663;31664;31665;31666;31667;32041;32042;33003;33004;33005;33006;33007;33008;33009;44517;44518;44519;44520;44521;44522;44523;44524;44525;46330;46331;53020;53263;54212;54213;54214;54215;54216;54217;54218,12788;14254;14461;23776;27530;31666;32041;33003;44517;46330;53020;53263;54216,,,9606
P54259,P54259,1,1,1,Atrophin-1,ATN1,sp|P54259|ATN1_HUMAN Atrophin-1 OS=Homo sapiens OX=9606 GN=ATN1 PE=1 SV=3,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2.3,2.3,2.3,125.41,1190,1190,1,3,0.0070344,6.2687,By matching,,,By matching,,,,By MS/MS,2.3,0,0,2.3,0,0,0,2.3,825120,215910,0,0,391630,0,0,0,217580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1113,3962,TRUE,4123,24484;24485;24486,17855,17855,,,9606
P54577,P54577,12,12,12,"Tyrosine--tRNA ligase, cytoplasmic;Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed",YARS,"sp|P54577|SYYC_HUMAN Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4",1,12,12,12,11,8,8,7,9,8,8,9,11,8,8,7,9,8,8,9,11,8,8,7,9,8,8,9,26.5,26.5,26.5,59.143,528,528,1,68,0,77.237,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,24.6,15.3,17.8,18.4,19.9,18.4,15.3,19.9,64117000,17528000,4301300,5457900,5460700,10061000,3977200,8412500,8917700,1604700,1135900,1449500,1129100,1541000,847590,1260400,1118000,9,5,6,5,6,5,5,6,47,,,,1114,700;2443;3625;4141;4272;4679;6789;8143;8280;8969;8970;11986,True;True;True;True;True;True;True;True;True;True;True;True,739;2550;3776;4313;4450;4875;7072;8545;8695;9405;9406;12544,4378;4379;4380;4381;4382;4383;4384;4385;15011;15012;15013;15014;15015;15016;15017;15018;22448;22449;22450;22451;22452;22453;22454;22455;25620;25621;25622;25623;25624;25625;26507;29278;29279;29280;29281;29282;29283;29284;29285;42840;42841;42842;42843;42844;51857;52762;52763;57034;57035;57036;57037;57038;57039;57040;57041;57042;57043;57044;57045;57046;76741;76742;76743;76744;76745;76746;76747;76748,3215;3216;3217;3218;3219;3220;3221;3222;10873;10874;16318;18672;19335;21375;21376;21377;21378;21379;21380;21381;21382;31156;31157;31158;31159;37868;38542;38543;41603;41604;41605;41606;41607;41608;41609;41610;41611;41612;41613;56127;56128;56129;56130;56131;56132;56133;56134,3218;10874;16318;18672;19335;21382;31158;37868;38542;41603;41613;56129,,,9606
P54578,P54578,5,5,5,Ubiquitin carboxyl-terminal hydrolase 14,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3,1,5,5,5,5,5,4,4,1,2,4,2,5,5,4,4,1,2,4,2,5,5,4,4,1,2,4,2,13.2,13.2,13.2,56.068,494,494,1,27,0,42.16,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,13.2,13.2,9.9,10.7,1.6,3.8,10.7,3.8,22605000,7189400,2530500,3551500,2220900,862200,1968900,2129800,2151500,1194300,964530,1280200,1043100,0,920450,975710,1219700,5,2,2,3,0,1,2,2,17,,,,1115,1903;7066;8458;9973;10252,True;True;True;True;True,1990;7364;8878;10443;10726,11866;11867;11868;11869;11870;44423;44424;44425;44426;44427;44428;44429;53868;53869;53870;53871;53872;53873;53874;53875;63395;63396;63397;63398;64964;64965;64966,8660;8661;8662;8663;32354;32355;32356;32357;32358;32359;32360;39380;39381;39382;46199;46200;46201;47389,8663;32356;39382;46199;47389,,,9606
P54687,P54687,2,2,2,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,"sp|P54687|BCAT1_HUMAN Branched-chain-amino-acid aminotransferase, cytosolic OS=Homo sapiens OX=9606 GN=BCAT1 PE=1 SV=3",1,2,2,2,0,0,0,1,2,2,1,1,0,0,0,1,2,2,1,1,0,0,0,1,2,2,1,1,6.7,6.7,6.7,42.966,386,386,1,7,0,77.01,,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,0,3.9,6.7,6.7,3.9,3.9,7831400,0,0,0,1757700,2524000,1327900,1413200,808570,0,0,0,0,1269100,800290,0,0,0,0,0,1,2,1,1,1,6,,,,1116,1270;12540,True;True,1331;13113,7825;7826;80219;80220;80221;80222;80223,5740;58734;58735;58736;58737;58738,5740;58735,,,9606
P54709,P54709,3,3,3,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1,1,3,3,3,3,2,3,2,0,2,2,1,3,2,3,2,0,2,2,1,3,2,3,2,0,2,2,1,12.9,12.9,12.9,31.512,279,279,1,15,0,19.968,By MS/MS,By matching,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By matching,12.9,7.9,12.9,7.9,0,7.9,7.9,3.9,6655200,2172100,351470,649290,764910,0,1383900,1075600,257950,788910,412330,0,510170,0,624520,571670,0,3,0,2,1,0,1,1,0,8,,,,1117,4640;6380;10115,True;True;True,4836;6646;10587,29009;29010;29011;29012;29013;29014;29015;40236;40237;64166;64167;64168;64169;64170;64171,21184;29228;29229;46774;46775;46776;46777;46778,21184;29229;46778,,,9606
P54725,P54725,4,3,3,UV excision repair protein RAD23 homolog A,RAD23A,sp|P54725|RD23A_HUMAN UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1,1,4,3,3,3,3,4,4,4,4,3,4,2,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,8.5,6.3,6.3,39.609,363,363,1,22,0,18.744,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.5,6.3,8.5,8.5,8.5,8.5,7.7,8.5,17380000,2925400,2352800,1529800,2395000,3042500,2151700,1303000,1679900,878420,1491600,732660,1139000,1462200,891370,908440,714940,2,3,1,2,3,2,2,1,16,,,,1118,3638;4812;4813;10825,True;True;True;False,3790;5016;5017;11328,22537;22538;22539;22540;22541;22542;22543;22544;30153;30154;30155;30156;30157;30158;30159;30160;30161;30162;30163;30164;30165;30166;69209;69210;69211;69212;69213;69214;69215,16377;16378;16379;16380;16381;21979;21980;21981;21982;21983;21984;21985;21986;21987;21988;21989;50680;50681;50682;50683;50684;50685;50686,16379;21981;21984;50684,,,9606
P54727,P54727,6,6,5,UV excision repair protein RAD23 homolog B,RAD23B,sp|P54727|RD23B_HUMAN UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1,1,6,6,5,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,20,20,18.1,43.171,409,409,1,54,0,52.831,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20,18.1,20,20,20,20,20,20,66010000,12084000,6875700,4373100,8013000,13827000,8239600,6604100,5993900,1700000,3063800,1699500,2539400,3394000,2092900,2232500,1560800,4,5,4,6,7,5,6,6,43,,,,1119,2231;3384;4387;4791;8587;10825,True;True;True;True;True;True,2329;3526;4572;4995;9013;11328,13795;13796;13797;13798;13799;13800;13801;13802;20938;20939;20940;20941;20942;20943;20944;20945;20946;27302;27303;27304;27305;27306;27307;27308;27309;30043;30044;30045;30046;30047;30048;30049;30050;54733;54734;54735;54736;54737;54738;54739;54740;54741;54742;54743;54744;54745;54746;69209;69210;69211;69212;69213;69214;69215,10012;10013;10014;10015;10016;15232;15233;15234;15235;15236;15237;15238;15239;19927;19928;19929;19930;19931;19932;19933;19934;21916;21917;21918;21919;21920;21921;40005;40006;40007;40008;40009;40010;40011;40012;40013;50680;50681;50682;50683;50684;50685;50686,10013;15238;19934;21917;40013;50684,,,9606
P54819,P54819,12,12,12,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2",1,12,12,12,9,10,11,11,9,10,9,9,9,10,11,11,9,10,9,9,9,10,11,11,9,10,9,9,60.3,60.3,60.3,26.477,239,239,1,138,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,55.6,56.1,56.1,56.1,55.6,55.6,59.4,55.6,292040000,55478000,26349000,23762000,55358000,45054000,29798000,31271000,24973000,5623600,7696500,5610000,10630000,8996500,5887400,6231000,5191400,16,13,12,23,17,14,13,11,119,,,,1120,605;688;951;1913;3347;5367;6265;7178;7599;7997;9189;10381,True;True;True;True;True;True;True;True;True;True;True;True,641;642;727;999;2000;3487;5604;6527;7478;7907;7908;8391;9632;10861;10862,3777;3778;3779;3780;3781;3782;3783;3784;3785;3786;3787;3788;3789;3790;3791;3792;4305;4306;4307;4308;4309;4310;4311;4312;5896;5897;5898;5899;5900;5901;5902;5903;11921;11922;11923;11924;11925;11926;11927;11928;11929;11930;11931;11932;11933;11934;11935;20663;20664;20665;20666;20667;20668;20669;20670;20671;20672;20673;20674;20675;20676;20677;20678;20679;20680;20681;20682;33788;33789;33790;33791;33792;39544;39545;39546;45132;45133;45134;45135;45136;45137;45138;45139;45140;45141;45142;45143;45144;45145;45146;45147;47729;47730;47731;47732;47733;47734;47735;47736;47737;47738;47739;47740;47741;47742;50907;58405;58406;58407;58408;58409;58410;58411;66087;66088;66089;66090;66091;66092;66093;66094;66095;66096;66097;66098;66099;66100;66101;66102;66103;66104;66105;66106;66107;66108;66109;66110;66111,2776;2777;2778;2779;2780;2781;2782;2783;3157;3158;3159;3160;3161;3162;3163;3164;4304;4305;4306;4307;4308;4309;4310;4311;8699;8700;8701;8702;8703;8704;8705;8706;8707;8708;15018;15019;15020;15021;15022;15023;15024;15025;15026;15027;15028;15029;15030;15031;15032;15033;15034;15035;15036;15037;15038;24609;28731;28732;32865;32866;32867;32868;32869;32870;32871;32872;32873;32874;32875;32876;32877;32878;32879;32880;32881;34728;34729;34730;34731;34732;34733;34734;34735;34736;34737;34738;34739;34740;37156;42536;42537;42538;42539;42540;42541;48325;48326;48327;48328;48329;48330;48331;48332;48333;48334;48335;48336;48337;48338;48339;48340;48341;48342;48343;48344;48345;48346;48347;48348;48349,2776;3158;4309;8706;15036;24609;28731;32866;34733;37156;42541;48346,395;396,78;163,9606
