Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides PD1,Peptides PD2,Peptides PD3,Peptides PD4,Peptides PE1,Peptides PE2,Peptides PE3,Peptides PE4,Razor + unique peptides PD1,Razor + unique peptides PD2,Razor + unique peptides PD3,Razor + unique peptides PD4,Razor + unique peptides PE1,Razor + unique peptides PE2,Razor + unique peptides PE3,Razor + unique peptides PE4,Unique peptides PD1,Unique peptides PD2,Unique peptides PD3,Unique peptides PD4,Unique peptides PE1,Unique peptides PE2,Unique peptides PE3,Unique peptides PE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type PD1,Identification type PD2,Identification type PD3,Identification type PD4,Identification type PE1,Identification type PE2,Identification type PE3,Identification type PE4,Sequence coverage PD1 [%],Sequence coverage PD2 [%],Sequence coverage PD3 [%],Sequence coverage PD4 [%],Sequence coverage PE1 [%],Sequence coverage PE2 [%],Sequence coverage PE3 [%],Sequence coverage PE4 [%],Intensity,Intensity PD1,Intensity PD2,Intensity PD3,Intensity PD4,Intensity PE1,Intensity PE2,Intensity PE3,Intensity PE4,LFQ intensity PD1,LFQ intensity PD2,LFQ intensity PD3,LFQ intensity PD4,LFQ intensity PE1,LFQ intensity PE2,LFQ intensity PE3,LFQ intensity PE4,MS/MS count PD1,MS/MS count PD2,MS/MS count PD3,MS/MS count PD4,MS/MS count PE1,MS/MS count PE2,MS/MS count PE3,MS/MS count PE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q13363;P56545,Q13363,4;1,4;1,4;1,C-terminal-binding protein 1,CTBP1,sp|Q13363|CTBP1_HUMAN C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2,2,4,4,4,3,2,2,3,2,2,2,4,3,2,2,3,2,2,2,4,3,2,2,3,2,2,2,4,9.3,9.3,9.3,47.535,440,440;445,1,22,0,30.39,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.5,5,5,7.5,5,5,5,9.3,11663000,1025800,1166900,342870,1751200,234840,1496400,1528300,4116300,2019500,1785600,2049700,1995600,0,1252400,1205200,1637700,1,1,1,1,2,2,2,4,14,,,,1417,4321;4726;7957;10777,True;True;True;True,4493;4921;8334;11257,24352;24353;24354;24355;24356;26897;26898;26899;26900;26901;26902;26903;26904;46071;46072;46073;46074;46075;46076;46077;46078;62588,17477;19243;19244;19245;19246;33026;33027;33028;33029;33030;33031;33032;33033;44962,17477;19245;33029;44962,,,9606;9606
Q13371,Q13371,1,1,1,Phosducin-like protein,PDCL,sp|Q13371|PHLP_HUMAN Phosducin-like protein OS=Homo sapiens OX=9606 GN=PDCL PE=1 SV=3,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,3,3,3,34.281,301,301,1,5,0.002461,6.6134,By MS/MS,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,,3,3,0,0,3,3,3,0,3538500,101380,250680,0,0,385410,1723000,1078000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1418,2628,TRUE,2731,14442;14443;14444;14445;14446,10206;10207,10206,,,9606
Q13404;Q15819,Q13404;Q15819,4;3,4;3,4;3,Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2,UBE2V1;UBE2V2,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens OX=9606 GN=UBE2V2 PE=1 SV=4,2,4,4,4,1,1,1,1,3,4,2,3,1,1,1,1,3,4,2,3,1,1,1,1,3,4,2,3,25.9,25.9,25.9,16.495,147,147;145,1,17,0,25.459,By matching,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.4,5.4,5.4,5.4,17.7,25.9,10.9,17.7,19148000,309220,354790,124420,411470,6703500,4262400,3735900,3246600,0,0,0,0,4999600,2238900,2975400,1629900,0,0,0,0,3,4,2,2,11,,,,1419,63;11346;11481;11507,True;True;True;True,66;11858;11996;12022,360;65977;65978;65979;65980;65981;66724;66725;66726;66727;66728;66729;66730;66731;66862;66863;66864,255;47377;47378;47379;47876;47877;47878;47879;47969;47970;47971,255;47378;47877;47969,,,9606;9606
Q13409,Q13409,1,1,1,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,sp|Q13409|DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.3,3.3,3.3,71.456,638,638,1,8,0,22.183,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2638000,211830,407770,116010,341310,363130,255430,486360,456220,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,,,,1420,9717,TRUE,10146,56266;56267;56268;56269;56270;56271;56272;56273,40324;40325;40326;40327;40328;40329;40330;40331,40328,,,9606
Q13418,Q13418,2,2,2,Integrin-linked protein kinase,ILK,sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2,1,2,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,5.5,5.5,5.5,51.419,452,452,1,3,0,11.979,,,,,,,By MS/MS,By MS/MS,0,0,0,0,0,0,3.3,5.5,803810,0,0,0,0,0,0,283420,520390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,1421,2404;2980,True;True,2501;3097,13238;16441;16442,9336;11656,9336;11656,,,9606
Q13423,Q13423,7,7,7,"NAD(P) transhydrogenase, mitochondrial",NNT,"sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3",1,7,7,7,3,7,2,6,0,4,3,3,3,7,2,6,0,4,3,3,3,7,2,6,0,4,3,3,7.9,7.9,7.9,113.89,1086,1086,1,31,0,44.088,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,3.8,7.9,2.6,6.8,0,4.6,3.8,3.8,9595200,229250,3605100,190340,2807800,0,883930,1313100,565750,668880,2426800,1019200,1797200,0,446220,586950,0,2,7,1,2,0,2,1,2,17,,,,1422,629;925;2480;3200;9342;10545;10833,True;True;True;True;True;True;True,663;967;2578;3325;9766;11017;11314,3495;3496;3497;3498;3499;3500;3501;5115;5116;5117;5118;5119;13625;13626;13627;13628;13629;13630;13631;17721;17722;17723;54051;61199;61200;61201;61202;61203;62912;62913;62914,2573;2574;2575;2576;2577;3676;3677;3678;3679;3680;9623;9624;12600;12601;38552;43933;43934;45215,2575;3679;9623;12601;38552;43933;45215,,,9606
Q13426,Q13426,1,1,1,DNA repair protein XRCC4,XRCC4,sp|Q13426|XRCC4_HUMAN DNA repair protein XRCC4 OS=Homo sapiens OX=9606 GN=XRCC4 PE=1 SV=2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,5.7,5.7,5.7,38.286,336,336,1,5,0.0013774,8.4568,By matching,By matching,,By MS/MS,By MS/MS,By MS/MS,,,5.7,5.7,0,5.7,5.7,5.7,0,0,1975400,39970,223060,0,108740,433180,1170500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,,,,1423,4350,TRUE,4523,24536;24537;24538;24539;24540,17609;17610;17611,17609,,,9606
Q13428,Q13428,2,2,2,Treacle protein,TCOF1,sp|Q13428|TCOF_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3,1,2,2,2,1,1,0,0,2,0,1,1,1,1,0,0,2,0,1,1,1,1,0,0,2,0,1,1,1.5,1.5,1.5,152.1,1488,1488,1,6,0.00050403,11.846,By matching,By matching,,,By MS/MS,,By matching,By MS/MS,0.6,0.6,0,0,1.5,0,0.6,0.6,585680,26281,37511,0,0,217500,0,166430,137950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,,,,1424,290;3485,True;True,302;3620,1576;1577;1578;1579;1580;19303,1135;13746,1135;13746,,,9606
Q13432;A6NIH7,Q13432;A6NIH7,2;1,2;1,2;1,Protein unc-119 homolog A;Protein unc-119 homolog B,UNC119;UNC119B,sp|Q13432|U119A_HUMAN Protein unc-119 homolog A OS=Homo sapiens OX=9606 GN=UNC119 PE=1 SV=1;sp|A6NIH7|U119B_HUMAN Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,9.6,9.6,9.6,26.962,240,240;251,1,12,0,12.139,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.6,3.8,3.8,3.8,9.6,9.6,9.6,3.8,9781100,344580,352800,105720,267570,2243100,1751000,2975600,1740700,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7,,,,1425,5500;11867,True;True,5722;12391,31449;31450;31451;31452;69004;69005;69006;69007;69008;69009;69010;69011,22428;49564;49565;49566;49567;49568;49569;49570,22428;49566,,,9606;9606
Q13435,Q13435,3,3,3,Splicing factor 3B subunit 2,SF3B2,sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2,1,3,3,3,1,2,0,1,3,3,2,2,1,2,0,1,3,3,2,2,1,2,0,1,3,3,2,2,3.2,3.2,3.2,100.23,895,895,1,15,0,20.367,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.3,2.1,0,1.3,3.2,3.2,1.9,1.9,10286000,0,1311300,0,0,1898800,3672000,1931200,1472800,0,0,0,0,1684300,1961100,1570300,1151500,1,1,0,1,2,2,2,2,11,,,,1426,5443;6152;10742,True;True;True,5662;6394;11221,31117;31118;31119;31120;35147;35148;35149;35150;35151;62420;62421;62422;62423;62424;62425,22191;22192;22193;22194;25090;25091;44835;44836;44837;44838;44839,22193;25090;44836,,,9606
Q13442,Q13442,1,1,1,28 kDa heat- and acid-stable phosphoprotein,PDAP1,sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,8.8,8.8,8.8,20.63,181,181,1,4,0.0028226,6.4385,,,,,By matching,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,8.8,8.8,8.8,8.8,5187300,0,0,0,0,1492600,1296300,1315700,1082700,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,1427,8498,TRUE,8892,49171;49172;49173;49174,35114,35114,,,9606
Q13451,Q13451,5,5,5,"Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed",FKBP5,sp|Q13451|FKBP5_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens OX=9606 GN=FKBP5 PE=1 SV=2,1,5,5,5,1,3,1,4,0,2,3,5,1,3,1,4,0,2,3,5,1,3,1,4,0,2,3,5,11.2,11.2,11.2,51.212,457,457,1,19,0,38.401,By matching,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,2.2,6.8,2.2,11.2,0,4.2,6.8,11.2,4900800,95359,878410,87406,1046900,0,652860,657760,1482100,0,1145700,0,1254500,0,0,484120,924550,0,3,0,3,0,2,2,3,13,,,,1428,2350;8613;8614;10925;11651,True;True;True;True;True,2444;9010;9011;11418;12168,12917;12918;12919;12920;49799;49800;49801;63582;63583;63584;63585;63586;67670;67671;67672;67673;67674;67675;67676,9095;35546;35547;45707;45708;45709;45710;45711;48577;48578;48579;48580;48581,9095;35546;35547;45710;48580,,,9606
Q13459,Q13459,4,4,4,Unconventional myosin-IXb,MYO9B,sp|Q13459|MYO9B_HUMAN Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3,1,4,4,4,2,1,1,2,0,3,3,3,2,1,1,2,0,3,3,3,2,1,1,2,0,3,3,3,3.1,3.1,3.1,243.4,2157,2157,1,15,0,24.888,By MS/MS,By matching,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,1.4,0.6,0.9,1.4,0,2,2,2.5,3031500,175670,161370,0,507500,0,663770,973370,549810,539340,0,0,1071000,0,458930,829070,797430,1,0,1,1,0,1,1,2,7,,,,1429,1910;5269;8528;10267,True;True;True;True,1991;5484;8922;10725,10708;10709;10710;10711;10712;30132;49341;49342;49343;49344;49345;49346;59625;59626;59627,7587;21527;35225;35226;35227;42768;42769,7587;21527;35225;42769,,,9606
Q13492,Q13492,1,1,1,Phosphatidylinositol-binding clathrin assembly protein,PICALM,sp|Q13492|PICAL_HUMAN Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,2.3,2.3,2.3,70.754,652,652,1,5,0.0020713,6.6934,By matching,,,By MS/MS,,By matching,By matching,By MS/MS,2.3,0,0,2.3,0,2.3,2.3,2.3,568430,23733,0,0,0,0,171800,174080,198810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,,,,1430,4800,TRUE,4999,27342;27343;27344;27345;27346,19563;19564,19563,,,9606
Q13501,Q13501,4,4,4,Sequestosome-1,SQSTM1,sp|Q13501|SQSTM_HUMAN Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1,1,4,4,4,2,2,0,2,2,3,4,3,2,2,0,2,2,3,4,3,2,2,0,2,2,3,4,3,16.6,16.6,16.6,47.687,440,440,1,23,0,75.304,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10,10,0,10,10,13.2,16.6,13.4,113740000,935200,3380500,0,2893200,16895000,20714000,29817000,39104000,5517600,5791900,0,6032300,10856000,10428000,13410000,39629000,1,1,0,2,1,3,3,4,15,,,,1431,235;1448;5730;7045,True;True;True;True,246;1511;5961;7315,1254;1255;1256;1257;1258;1259;1260;1261;1262;1263;1264;1265;8039;8040;32791;32792;32793;32794;32795;32796;32797;40098;40099,904;905;906;907;908;909;910;911;912;913;914;5673;23382;28600;28601,905;5673;23382;28601,,,9606
Q13505,Q13505,1,1,1,Metaxin-1,MTX1,sp|Q13505|MTX1_HUMAN Metaxin-1 OS=Homo sapiens OX=9606 GN=MTX1 PE=1 SV=3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.7,4.7,4.7,51.462,466,466,1,8,0.0013636,8.1215,By MS/MS,By matching,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,8000300,742940,1369800,132800,1236200,388100,1378300,997680,1754400,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,5,,,,1432,6799,TRUE,7065,38735;38736;38737;38738;38739;38740;38741;38742,27644;27645;27646;27647;27648,27646,,,9606
Q13526,Q13526,2,2,2,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,sp|Q13526|PIN1_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens OX=9606 GN=PIN1 PE=1 SV=1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,17.8,17.8,17.8,18.243,163,163,1,18,0,13.348,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.7,11.7,11.7,11.7,11.7,11.7,17.8,11.7,9951400,161080,377360,107460,545750,2289200,1975000,2242100,2253400,0,358860,0,571920,1921800,1565000,1792400,1152900,1,1,1,1,2,2,3,1,12,,,,1433,726;9948,True;True,761;10393;10394,4008;57550;57551;57552;57553;57554;57555;57556;57557;57558;57559;57560;57561;57562;57563;57564;57565;57566,2919;41275;41276;41277;41278;41279;41280;41281;41282;41283;41284;41285,2919;41275,490,146,9606
Q13541,Q13541,1,1,1,Eukaryotic translation initiation factor 4E-binding protein 1,EIF4EBP1,sp|Q13541|4EBP1_HUMAN Eukaryotic translation initiation factor 4E-binding protein 1 OS=Homo sapiens OX=9606 GN=EIF4EBP1 PE=1 SV=3,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,27.1,27.1,27.1,12.58,118,118,1,4,0,21.748,,,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,27.1,27.1,27.1,27.1,19076000,0,0,0,0,5907400,4804800,4757400,3606500,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,9,,,,1434,8945,TRUE,9354,51780;51781;51782;51783,36886;36887;36888;36889;36890;36891;36892;36893;36894,36891,,,9606
Q13542,Q13542,1,1,1,Eukaryotic translation initiation factor 4E-binding protein 2,EIF4EBP2,sp|Q13542|4EBP2_HUMAN Eukaryotic translation initiation factor 4E-binding protein 2 OS=Homo sapiens OX=9606 GN=EIF4EBP2 PE=1 SV=1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.7,11.7,11.7,12.939,120,120,1,1,1,-2,,,,,,By MS/MS,,,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,+,,,1435,5181,TRUE,5395,29589,21174,21174,491,118,9606
Q13547;Q92769;O15379,Q13547;Q92769,6;3;1,6;3;1,6;3;1,Histone deacetylase 1;Histone deacetylase 2,HDAC1;HDAC2,sp|Q13547|HDAC1_HUMAN Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1;sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,3,6,6,6,5,5,4,5,4,4,5,6,5,5,4,5,4,4,5,6,5,5,4,5,4,4,5,6,14.3,14.3,14.3,55.102,482,482;488;428,1,46,0,49.927,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.4,12.4,9.8,12.4,10.8,9.1,12.4,14.3,32024000,1273800,4954800,469980,3509900,4283000,3996100,6539000,6997700,2127900,4177800,1909900,2754200,1902300,2490800,2886400,2907000,1,5,1,6,3,4,3,4,27,,,,1436,6170;7409;11036;11650;11700;11977,True;True;True;True;True;True,6413;6414;7749;7750;11535;11536;12167;12218;12504,35248;35249;35250;35251;35252;35253;35254;35255;35256;35257;42386;42387;42388;42389;42390;42391;64188;64189;64190;64191;64192;64193;64194;64195;64196;64197;64198;64199;64200;67663;67664;67665;67666;67667;67668;67669;67954;67955;67956;67957;67958;67959;67960;67961;69742;69743,25156;25157;25158;25159;25160;25161;25162;30132;30133;46129;46130;46131;46132;46133;48570;48571;48572;48573;48574;48575;48576;48765;48766;48767;48768;48769;50171;50172,25156;30133;46130;48571;48768;50172,492;493,37;350,9606;9606;9606
Q13557;Q13554;Q13555;Q9UQM7,Q13557,4;1;1;1,4;1;1;1,4;1;1;1,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,sp|Q13557|KCC2D_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3,4,4,4,4,1,4,2,4,1,3,3,3,1,4,2,4,1,3,3,3,1,4,2,4,1,3,3,3,11,11,11,56.369,499,499;666;558;478,1,27,0,34.297,By matching,By MS/MS,By matching,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,2.4,11,4,11,2.4,6.6,6.6,6.6,17561000,242530,2925300,227990,2135100,1147500,3116700,3629000,4136600,0,3741400,1922400,3458000,0,2335600,1968000,2066200,0,3,0,4,0,1,1,0,9,,,,1437,1214;2845;5431;11482,True;True;True;True,1269;2958;5649;11997,6726;6727;6728;6729;6730;6731;6732;6733;6734;6735;6736;15689;15690;15691;15692;15693;31060;31061;66732;66733;66734;66735;66736;66737;66738;66739;66740,4820;4821;4822;11111;11112;11113;11114;22163;22164;47880;47881,4821;11112;22164;47881,,,9606;9606;9606;9606
Q13561,Q13561,6,6,6,Dynactin subunit 2,DCTN2,sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4,1,6,6,6,2,1,3,2,5,5,4,4,2,1,3,2,5,5,4,4,2,1,3,2,5,5,4,4,16.5,16.5,16.5,44.23,401,401,1,26,0,39.124,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.7,2.5,7,4.7,13,14,10.5,11.7,22718000,556080,711330,71163,525370,7288700,5831900,4321400,3412100,2646700,0,0,2068100,2396600,2774300,2329900,2608400,1,0,1,0,1,5,1,4,13,,,,1438,6433;6459;8357;10814;11498;11531,True;True;True;True;True;True,6687;6714;8748;11295;12013;12047,36796;36797;36955;36956;36957;36958;48392;48393;48394;48395;48396;48397;48398;62787;62788;66821;66822;66823;66824;66980;66981;66982;66983;66984;66985;66986,26241;26242;26358;34606;45113;47935;47936;47937;47938;48051;48052;48053;48054,26241;26358;34606;45113;47938;48052,,,9606
Q13564,Q13564,3,3,3,NEDD8-activating enzyme E1 regulatory subunit,NAE1,sp|Q13564|ULA1_HUMAN NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1 PE=1 SV=1,1,3,3,3,3,3,1,2,1,0,1,2,3,3,1,2,1,0,1,2,3,3,1,2,1,0,1,2,6.6,6.6,6.6,60.246,534,534,1,13,0,40.038,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,6.6,6.6,1.9,4.9,1.9,0,1.9,4.9,4949000,661060,1147000,88413,875930,317380,0,404470,1454800,1426900,1210400,0,1358300,0,0,0,977070,1,2,0,1,1,0,0,2,7,,,,1439,1679;2866;8430,True;True;True,1754;2979;8823,9337;9338;15777;15778;15779;15780;48784;48785;48786;48787;48788;48789;48790,6607;11170;11171;11172;34850;34851;34852,6607;11170;34852,,,9606
Q13568,Q13568,4,4,4,Interferon regulatory factor 5,IRF5,sp|Q13568|IRF5_HUMAN Interferon regulatory factor 5 OS=Homo sapiens OX=9606 GN=IRF5 PE=1 SV=2,1,4,4,4,4,2,1,4,2,2,3,4,4,2,1,4,2,2,3,4,4,2,1,4,2,2,3,4,10.2,10.2,10.2,56.043,498,498,1,22,0,50.121,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.2,4.8,2.4,10.2,4.8,4.8,7,10.2,13314000,950540,1259400,79400,1681400,2123400,1607400,2724200,2888000,1677800,1618300,0,1887100,1551800,1143200,1347800,1110100,2,2,1,3,1,2,1,3,15,,,,1440,2212;2744;2931;6256,True;True;True;True,2303;2852;3046;6502,12247;12248;12249;15126;15127;15128;15129;16148;16149;16150;16151;16152;16153;16154;35776;35777;35778;35779;35780;35781;35782;35783,8643;10709;11451;11452;11453;11454;11455;11456;25540;25541;25542;25543;25544;25545;25546,8643;10709;11456;25546,,,9606
Q13573,Q13573,2,2,2,SNW domain-containing protein 1,SNW1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1,1,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4.3,4.3,4.3,61.494,536,536,1,2,0,12.421,,,,,By MS/MS,,,By MS/MS,0,0,0,0,2.8,0,0,1.5,1305900,0,0,0,0,1108400,0,0,197550,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,,,,1441,4449;11941,True;True,4626;12466,25150;69419,18054;49894,18054;49894,,,9606
Q13588;Q8TC17,Q13588;Q8TC17,2;1,2;1,2;1,GRB2-related adapter protein;GRB2-related adapter protein-like,GRAP;GRAPL,sp|Q13588|GRAP_HUMAN GRB2-related adapter protein OS=Homo sapiens OX=9606 GN=GRAP PE=1 SV=1;sp|Q8TC17|GRAPL_HUMAN GRB2-related adapter protein-like OS=Homo sapiens OX=9606 GN=GRAPL PE=1 SV=3,2,2,2,2,0,0,0,0,1,1,2,2,0,0,0,0,1,1,2,2,0,0,0,0,1,1,2,2,9.7,9.7,9.7,25.336,217,217;118,1,6,0,78.65,,,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,0,0,4.1,4.1,9.7,9.7,13215000,0,0,0,0,1795800,4080200,3313000,4025800,0,0,0,0,0,0,2383200,2868800,0,0,0,0,1,1,2,2,6,,,,1442,2718;7540,True;True,2826;7894,14971;14972;43681;43682;43683;43684,10585;10586;31214;31215;31216;31217,10586;31216,,,9606;9606
Q13595,Q13595,1,1,1,Transformer-2 protein homolog alpha,TRA2A,sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,5,5,5,32.688,282,282,1,3,0,13.652,,,By matching,,By MS/MS,By MS/MS,,,0,0,5,0,5,5,0,0,5978500,0,0,163990,0,3196800,2617700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,,,,1443,11676,TRUE,12193,67821;67822;67823,48682;48683,48682,,,9606
