Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides HD1,Peptides HD2,Peptides HD3,Peptides HD4,Peptides HE1,Peptides HE2,Peptides HE3,Peptides HE4,Razor + unique peptides HD1,Razor + unique peptides HD2,Razor + unique peptides HD3,Razor + unique peptides HD4,Razor + unique peptides HE1,Razor + unique peptides HE2,Razor + unique peptides HE3,Razor + unique peptides HE4,Unique peptides HD1,Unique peptides HD2,Unique peptides HD3,Unique peptides HD4,Unique peptides HE1,Unique peptides HE2,Unique peptides HE3,Unique peptides HE4,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type HD1,Identification type HD2,Identification type HD3,Identification type HD4,Identification type HE1,Identification type HE2,Identification type HE3,Identification type HE4,Sequence coverage HD1 [%],Sequence coverage HD2 [%],Sequence coverage HD3 [%],Sequence coverage HD4 [%],Sequence coverage HE1 [%],Sequence coverage HE2 [%],Sequence coverage HE3 [%],Sequence coverage HE4 [%],Intensity,Intensity HD1,Intensity HD2,Intensity HD3,Intensity HD4,Intensity HE1,Intensity HE2,Intensity HE3,Intensity HE4,LFQ intensity HD1,LFQ intensity HD2,LFQ intensity HD3,LFQ intensity HD4,LFQ intensity HE1,LFQ intensity HE2,LFQ intensity HE3,LFQ intensity HE4,MS/MS count HD1,MS/MS count HD2,MS/MS count HD3,MS/MS count HD4,MS/MS count HE1,MS/MS count HE2,MS/MS count HE3,MS/MS count HE4,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q07108,Q07108,1,1,1,Early activation antigen CD69,CD69,sp|Q07108|CD69_HUMAN Early activation antigen CD69 OS=Homo sapiens OX=9606 GN=CD69 PE=1 SV=1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,6,22.559,199,199,1,1,0.0031974,2.0536,,,By MS/MS,,,,,,0,0,6,0,0,0,0,0,343200,0,0,343200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,1380,12162,TRUE,12654,67800,47830,47830,,,9606
Q07352,Q07352,1,1,1,"Zinc finger protein 36, C3H1 type-like 1",ZFP36L1,sp|Q07352|TISB_HUMAN mRNA decay activator protein ZFP36L1 OS=Homo sapiens OX=9606 GN=ZFP36L1 PE=1 SV=1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,6.2,6.2,6.2,36.313,338,338,1,4,0,3.1918,,,,,By matching,By MS/MS,By MS/MS,,0,0,0,0,6.2,6.2,6.2,0,3953900,0,0,0,0,2074100,799190,1080600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1381,2634,TRUE,2729,13893;13894;13895;13896,9638;9639,9639,,,9606
Q07666,Q07666,6,6,6,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,"sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1",1,6,6,6,5,6,5,5,6,5,3,5,5,6,5,5,6,5,3,5,5,6,5,5,6,5,3,5,18.5,18.5,18.5,48.227,443,443,1,53,0,49.026,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12,18.5,12,12,18.5,12,9.7,12,27435000,1224100,1334500,5682000,1339600,7129300,3222700,2041600,5460900,1626400,1498600,1791200,1723800,1639100,1760400,1210300,2156600,3,1,4,2,4,3,1,3,21,,,,1382,3065;3089;4693;5206;9747;12408,True;True;True;True;True;True,3177;3201;4865;5404;10154;10155;12906,16222;16223;16224;16225;16226;16227;16228;16320;16321;16322;16323;16324;16325;16326;16327;16328;16329;16330;16331;16332;25417;25418;25419;25420;25421;25422;25423;25424;25425;25426;25427;25428;25429;25430;25431;28386;28387;28388;28389;28390;28391;28392;53903;53904;53905;53906;53907;53908;53909;53910;53911;69181;69182,11267;11326;11327;11328;11329;11330;11331;11332;11333;11334;17869;17870;19974;19975;19976;19977;19978;19979;19980;37662;37663;48865,11267;11334;17870;19977;37662;48865,513,21,9606
Q07812,Q07812,5,5,5,Apoptosis regulator BAX,BAX,sp|Q07812|BAX_HUMAN Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1,1,5,5,5,3,5,5,4,5,5,4,3,3,5,5,4,5,5,4,3,3,5,5,4,5,5,4,3,26,26,26,21.184,192,192,1,42,0,40.118,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.3,26,26,25.5,26,26,25.5,19.3,55104000,2550000,2488500,9843500,1452900,14724000,14712000,5828600,3504600,3565400,3537200,3184500,3071000,2724900,3380000,3301900,1888900,0,3,5,3,3,3,4,2,23,,,,1383,3193;4465;7712;9136;10511,True;True;True;True;True,3308;3309;4628;4629;8012;9517;10939,16879;16880;16881;16882;16883;16884;16885;16886;16887;16888;16889;16890;16891;24021;24022;24023;24024;24025;24026;24027;24028;24029;42205;42206;42207;42208;42209;42210;42211;50582;50583;50584;50585;50586;58232;58233;58234;58235;58236;58237;58238;58239,11726;11727;11728;16846;16847;16848;16849;16850;16851;29524;29525;29526;29527;29528;29529;35442;35443;40958;40959;40960;40961;40962;40963;40964,11726;16849;29528;35442;40959,514;515,20;74,9606
Q07866,Q07866,8,8,4,Kinesin light chain 1,KLC1,sp|Q07866|KLC1_HUMAN Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=2,1,8,8,4,0,2,3,1,6,6,6,8,0,2,3,1,6,6,6,8,0,1,2,0,2,2,3,4,19.7,19.7,8,65.309,573,573,1,32,0,129.45,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,4.7,6.6,2.4,15.9,15.5,13.8,19.7,38007000,0,420290,2253700,354820,9990000,4541500,8728900,11718000,0,806000,861920,0,1830800,2701400,3168400,3912000,0,1,2,1,4,4,2,6,20,,,,1384,1102;5207;6433;7447;9648;10714;10722;10929,True;True;True;True;True;True;True;True,1148;5405;6667;7711;10050;11151;11159;11372,5822;28393;28394;28395;28396;35315;35316;35317;35318;40690;40691;40692;53347;53348;53349;53350;53351;53352;59629;59630;59631;59632;59665;59666;59667;59668;59669;59670;59671;60835;60836;60837,4108;19981;24792;28554;28555;37260;37261;37262;37263;41990;41991;42017;42018;42019;42020;42021;42022;42023;42024;42864,4108;19981;24792;28555;37261;41990;42020;42864,,,9606
Q07955,Q07955,8,8,8,Serine/arginine-rich splicing factor 1,SRSF1,sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2,1,8,8,8,6,5,6,6,7,8,8,8,6,5,6,6,7,8,8,8,6,5,6,6,7,8,8,8,33.9,33.9,33.9,27.744,248,248,1,67,0,64.678,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,25.8,21.4,25.8,25.4,29.8,33.9,33.9,33.9,143420000,4788000,1273200,7763600,2039700,38611000,32742000,22454000,33746000,2615500,1985100,2111400,2318500,4254200,9620600,4119800,6176800,3,2,8,3,7,9,11,10,53,,,,1385,1100;3211;5128;5251;9092;9768;10643;12262,True;True;True;True;True;True;True;True,1146;3327;5323;5451;5452;9472;10176;11079;12756,5807;5808;5809;5810;5811;5812;5813;16984;16985;16986;16987;16988;16989;16990;16991;16992;16993;16994;16995;28007;28008;28009;28010;28011;28012;28679;28680;28681;28682;28683;28684;28685;28686;28687;28688;50320;50321;50322;50323;50324;50325;50326;50327;54016;54017;54018;54019;54020;54021;54022;54023;54024;54025;54026;54027;54028;54029;54030;59291;59292;59293;59294;59295;68350;68351;68352;68353,4094;4095;4096;4097;4098;4099;11789;11790;11791;11792;11793;11794;11795;19707;19708;19709;19710;19711;19712;19713;19714;20191;20192;20193;20194;20195;20196;20197;20198;20199;35271;35272;35273;35274;35275;35276;37735;37736;37737;37738;37739;37740;37741;37742;37743;37744;37745;37746;37747;41757;41758;41759;41760;48259,4097;11795;19709;20191;35275;37744;41757;48259,516,168,9606
Q08117,Q08117,2,2,2,Amino-terminal enhancer of split,AES,sp|Q08117|TLE5_HUMAN TLE family member 5 OS=Homo sapiens OX=9606 GN=TLE5 PE=1 SV=4,1,2,2,2,0,0,0,0,1,2,2,2,0,0,0,0,1,2,2,2,0,0,0,0,1,2,2,2,12.2,12.2,12.2,21.97,197,197,1,7,0.0012637,2.3444,,,,,By MS/MS,By matching,By MS/MS,By MS/MS,0,0,0,0,6.1,12.2,12.2,12.2,2200200,0,0,0,0,329970,357660,730360,782220,0,0,0,0,0,262590,384800,318080,0,0,0,0,1,0,2,0,3,,,,1386,4141;8910,True;True,4291;9286,22125;22126;22127;22128;49327;49328;49329,15469;15470;34618,15470;34618,,,9606
Q08211,Q08211,20,20,20,ATP-dependent RNA helicase A,DHX9,sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,1,20,20,20,13,12,20,15,16,10,10,8,13,12,20,15,16,10,10,8,13,12,20,15,16,10,10,8,18.4,18.4,18.4,140.96,1270,1270,1,106,0,123.32,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.1,10.2,18.4,12.5,14,8.8,9.4,7.2,142970000,9001100,4976500,58688000,8678600,40141000,5355800,10344000,5782500,5815800,4241600,7029900,5654100,3697400,1757400,2028700,1464900,9,9,21,13,13,8,7,7,87,,,,1387,1428;1919;3309;3458;5262;5675;5918;6104;6387;6977;7685;8733;8761;9156;9247;10843;11262;12488;12515;12584,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1487;1992;3426;3579;5463;5885;6137;6327;6618;7229;7977;9106;9135;9537;9631;11283;11720;12991;13018;13089,7571;7572;10284;10285;10286;17567;17568;17569;17570;17571;17572;17573;17574;18311;18312;18313;18314;18315;18316;18317;28740;31190;31191;31192;31193;31194;31195;32523;32524;32525;32526;32527;32528;32529;32530;33519;33520;33521;33522;35072;35073;35074;35075;35076;35077;35078;35079;38245;42016;42017;42018;42019;48393;48394;48395;48396;48397;48522;48523;48524;48525;48526;50686;50687;50688;50689;50690;50691;50692;50693;51182;51183;51184;60369;60370;60371;60372;60373;60374;60375;60376;62779;62780;62781;62782;62783;69651;69652;69653;69654;69795;69796;69797;69798;69799;69800;69801;69802;70195;70196;70197;70198;70199;70200;70201;70202,5264;7142;12206;12207;12208;12209;12210;12211;12212;12213;12214;12743;12744;12745;12746;12747;12748;12749;12750;20240;20241;21894;21895;21896;21897;22767;22768;22769;22770;22771;22772;22773;22774;23442;23443;24596;24597;24598;24599;24600;24601;24602;24603;24604;26867;29434;34044;34045;34046;34047;34136;34137;34138;34139;35527;35528;35529;35530;35531;35532;35533;35534;35842;42537;42538;42539;42540;42541;42542;42543;42544;44319;44320;44321;49226;49227;49228;49332;49333;49334;49335;49336;49337;49338;49339;49601;49602,5264;7142;12214;12748;20240;21895;22770;23442;24598;26867;29434;34046;34136;35530;35842;42539;44320;49227;49338;49601,517,930,9606
Q08257,Q08257,5,5,5,Quinone oxidoreductase,CRYZ,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1,1,5,5,5,3,0,5,5,4,0,4,5,3,0,5,5,4,0,4,5,3,0,5,5,4,0,4,5,17.9,17.9,17.9,35.206,329,329,1,27,0,28.769,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,10.3,0,17.9,17.9,13.7,0,13.7,17.9,44104000,855710,0,16532000,4842300,5983600,0,7624600,8265400,1181400,0,3119600,4043800,957780,0,2631500,2650900,3,0,4,5,3,0,4,5,24,,,,1388,1129;1267;8558;11088;11263,True;True;True;True;True,1176;1317;8928;11538;11721,5960;5961;5962;5963;5964;5965;5966;6701;6702;6703;6704;6705;6706;47501;47502;47503;61721;61722;61723;61724;61725;61726;62784;62785;62786;62787;62788,4185;4186;4187;4188;4189;4671;4672;4673;4674;4675;4676;33443;33444;33445;43526;43527;43528;43529;43530;43531;44322;44323;44324;44325,4185;4676;33443;43531;44322,,,9606
Q08378,Q08378,4,4,4,Golgin subfamily A member 3,GOLGA3,sp|Q08378|GOGA3_HUMAN Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2,1,4,4,4,1,1,2,0,3,1,4,2,1,1,2,0,3,1,4,2,1,1,2,0,3,1,4,2,4.1,4.1,4.1,167.35,1498,1498,1,14,0,40.765,By matching,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.7,0.7,1.7,0,2.8,0.7,4.1,1.7,4924100,39952,50999,829120,0,2132000,327830,1094100,450090,0,0,324560,0,308290,0,472340,263870,0,0,1,0,2,0,4,1,8,,,,1389,4159;9209;9210;10439,True;True;True;True,4309;9593;9594;10864,22221;22222;50974;50975;50976;50977;50978;50979;50980;50981;50982;50983;50984;57815,15526;15527;35708;35709;35710;35711;35712;40643,15527;35708;35710;40643,,,9606
Q08722,Q08722,1,1,1,Leukocyte surface antigen CD47,CD47,sp|Q08722|CD47_HUMAN Leukocyte surface antigen CD47 OS=Homo sapiens OX=9606 GN=CD47 PE=1 SV=1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2.5,2.5,2.5,35.213,323,323,1,7,0.0081602,1.6005,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1310900,0,34347,0,132860,542960,109770,216700,274220,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,5,,,,1390,4417,TRUE,4580,23753;23754;23755;23756;23757;23758;23759,16641;16642;16643;16644;16645,16644,,,9606
Q08752,Q08752,5,5,5,Peptidyl-prolyl cis-trans isomerase D,PPID,sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3,1,5,5,5,2,4,3,2,4,4,4,4,2,4,3,2,4,4,4,4,2,4,3,2,4,4,4,4,16.2,16.2,16.2,40.763,370,370,1,34,0,8.3652,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.8,12.7,9.7,7.3,13.2,12.7,12.7,12.7,16541000,385400,895550,2048000,419150,4441600,2239000,3808700,2303900,924570,1310400,1305500,937990,1018600,1180000,1160900,695130,2,4,2,3,5,3,5,3,27,,,,1391,2386;3285;4232;9787;11269,True;True;True;True;True,2473;3401;4385;10197;11728,12540;12541;12542;12543;12544;17412;22642;22643;22644;22645;22646;22647;22648;54117;54118;54119;54120;54121;54122;54123;54124;54125;54126;54127;54128;54129;62817;62818;62819;62820;62821;62822;62823;62824,8689;8690;8691;8692;12089;15836;15837;15838;15839;37802;37803;37804;37805;37806;37807;37808;37809;37810;37811;37812;37813;44339;44340;44341;44342;44343;44344,8691;12089;15839;37808;44342,,,9606
Q08945,Q08945,2,2,2,FACT complex subunit SSRP1,SSRP1,sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1,1,2,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2.1,2.1,2.1,81.074,709,709,1,2,0.0057186,1.7694,,,By MS/MS,,,,,By MS/MS,0,0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,,,,1392,6321;11120,True;True,6551;11571,34733;61921,24329;43674,24329;43674,,,9606
Q08AF3;Q7Z7L1;Q68D06,Q08AF3;Q7Z7L1;Q68D06,2;1;1,2;1;1,2;1;1,Schlafen family member 5;Schlafen family member 11;Schlafen family member 13,SLFN5;SLFN11;SLFN13,sp|Q08AF3|SLFN5_HUMAN Schlafen family member 5 OS=Homo sapiens OX=9606 GN=SLFN5 PE=1 SV=1;sp|Q7Z7L1|SLN11_HUMAN Schlafen family member 11 OS=Homo sapiens OX=9606 GN=SLFN11 PE=1 SV=2;sp|Q68D06|SLN13_HUMAN Schlafen family member 13 OS=Homo sapiens OX=9606 GN,3,2,2,2,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2.2,2.2,2.2,101.05,891,891;901;897,1,3,0,3.2393,,By MS/MS,By MS/MS,,,,,,0,1.3,2.2,0,0,0,0,0,457770,0,0,457770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,,,,1393,1952;12248,True;True,2026;12742,10457;10458;68274,7254;7255;48202,7255;48202,,,9606;9606;9606
Q08AM6,Q08AM6,2,2,2,Protein VAC14 homolog,VAC14,sp|Q08AM6|VAC14_HUMAN Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1,1,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4.3,4.3,4.3,87.972,782,782,1,2,0,3.4934,,,By MS/MS,,By MS/MS,,,,0,0,2.8,0,1.5,0,0,0,3042800,0,0,434670,0,2608100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,,,,1394,1659;6808,True;True,1721;7051,8718;37384,6079;26243,6079;26243,,,9606
Q08J23,Q08J23,10,10,10,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2,1,10,10,10,7,6,9,8,9,8,9,8,7,6,9,8,9,8,9,8,7,6,9,8,9,8,9,8,14.7,14.7,14.7,86.47,767,767,1,65,0,149.99,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.9,7.4,14.6,12.3,13.4,11.1,13.4,12.1,43438000,2103700,1136400,12535000,2658200,13800000,2265000,4495500,4444400,1559100,2318000,2163800,1898900,1325500,1032000,976880,1276800,3,3,7,2,9,3,5,6,38,,,,1395,2993;4716;4728;6291;7196;7197;7768;9261;9617;12139,True;True;True;True;True;True;True;True;True;True,3103;4891;4904;6521;7453;7454;8083;9645;10018;12631,15858;15859;15860;15861;25584;25585;25586;25587;25588;25589;25590;25591;25651;25652;25653;25654;25655;34595;34596;34597;34598;34599;34600;39391;39392;39393;39394;39395;39396;39397;39398;39399;39400;39401;39402;39403;39404;39405;39406;39407;42577;42578;42579;42580;42581;42582;42583;51235;51236;51237;51238;51239;53194;53195;53196;53197;53198;67680;67681;67682;67683;67684;67685;67686;67687,11015;17982;17983;17984;17985;17986;17987;17988;17989;17990;18021;18022;18023;24226;24227;27631;27632;27633;27634;27635;27636;27637;29772;29773;29774;35881;35882;37143;37144;37145;37146;47751;47752;47753;47754;47755;47756;47757;47758,11015;17990;18022;24227;27632;27636;29773;35882;37143;47754,,,9606
Q09028,Q09028,4,2,2,Histone-binding protein RBBP4,RBBP4,sp|Q09028|RBBP4_HUMAN Histone-binding protein RBBP4 OS=Homo sapiens OX=9606 GN=RBBP4 PE=1 SV=3,1,4,2,2,3,2,3,4,3,4,3,3,1,0,1,2,1,2,1,1,1,0,1,2,1,2,1,1,13.6,9.6,9.6,47.655,425,425,1,9,0,9.8503,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,7.3,4,7.3,13.6,7.3,13.6,7.3,7.3,19861000,2154800,0,4112800,433050,5532800,2162600,2676400,2788700,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,,,,1396,107;4474;9248;11009,True;True;False;False,109;4638;9632;11455,567;568;569;570;571;572;573;24058;24059;51185;51186;51187;51188;51189;51190;51191;51192;61250;61251;61252;61253;61254;61255;61256;61257,400;401;402;403;404;405;16871;35843;35844;35845;35846;35847;35848;35849;43167;43168;43169;43170;43171;43172;43173;43174,402;16871;35848;43170,,,9606
Q09161,Q09161,2,2,2,Nuclear cap-binding protein subunit 1,NCBP1,sp|Q09161|NCBP1_HUMAN Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1,1,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,1,0,0,0,2,2,2,2,1,0,0,0,2.9,2.9,2.9,91.838,790,790,1,9,0.0028432,2.1615,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,,,,2.9,2.9,2.9,2.9,1.4,0,0,0,1125900,197530,125670,631720,126140,44799,0,0,0,490130,458380,383190,434820,0,0,0,0,1,0,2,0,0,0,0,0,3,,,,1397,4884;7957,True;True,5068;8299,26585;26586;26587;26588;26589;44076;44077;44078;44079,18676;30977;30978,18676;30978,,,9606
Q09666,Q09666,14,14,14,Neuroblast differentiation-associated protein AHNAK,AHNAK,sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2,1,14,14,14,1,1,0,0,7,3,10,3,1,1,0,0,7,3,10,3,1,1,0,0,7,3,10,3,5.2,5.2,5.2,629.09,5890,5890,1,25,0,51.481,By matching,By matching,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.2,1.2,0,0,3.1,2,4.2,1.9,25075000,183500,78373,0,0,9997500,1279100,11275000,2261000,0,0,0,0,1267500,623010,2371500,984100,0,0,0,0,5,3,8,3,19,,,,1398,103;132;133;134;159;1999;3610;3824;4945;6648;6683;11177;11178;11179,True;True;True;True;True;True;True;True;True;True;True;True;True;True,105;135;136;137;162;2073;3735;3958;5133;6888;6926;11632;11633;11634,540;541;542;702;703;704;831;832;833;834;835;836;10673;10674;10675;19121;20314;26957;36566;36796;62277;62278;62279;62280;62281,371;372;373;374;487;488;489;568;569;570;571;7408;13296;14180;18938;25689;25821;43949;43950;43951,371;487;488;489;571;7408;13296;14180;18938;25689;25821;43949;43950;43951,,,9606
Q10567,Q10567,6,2,2,AP-1 complex subunit beta-1,AP1B1,sp|Q10567|AP1B1_HUMAN AP-1 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP1B1 PE=1 SV=2,1,6,2,2,4,4,5,6,4,5,4,3,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,7.1,2.5,2.5,104.64,949,949,1,12,0,14.086,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.3,4.3,5.7,7.1,4.8,5.7,4.3,3.5,13491000,445840,314840,4721400,727330,4584100,960730,996410,740760,0,0,1927900,1602800,1443600,1118900,0,0,1,0,1,1,2,1,1,1,8,,,,1399,1145;5363;7206;7321;8284;12440,True;False;True;False;False;False,1192;5567;7463;7583;8643;12938,6026;6027;6028;6029;29303;29304;29305;29306;29307;29308;29309;29310;39465;39466;39467;39468;39469;39470;39471;39472;40043;40044;40045;40046;40047;40048;40049;40050;45914;69313;69314;69315;69316;69317;69318,4226;20612;20613;20614;20615;20616;20617;20618;27687;27688;27689;27690;27691;27692;27693;28104;28105;28106;28107;28108;28109;28110;28111;32330;48958;48959;48960;48961,4226;20614;27689;28108;32330;48961,,,9606
Q10570,Q10570,3,3,3,Cleavage and polyadenylation specificity factor subunit 1,CPSF1,sp|Q10570|CPSF1_HUMAN Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens OX=9606 GN=CPSF1 PE=1 SV=2,1,3,3,3,2,1,3,0,0,0,0,0,2,1,3,0,0,0,0,0,2,1,3,0,0,0,0,0,2.5,2.5,2.5,160.88,1443,1443,1,6,0,9.5762,By MS/MS,By matching,By MS/MS,,,,,,1.3,0.6,2.5,0,0,0,0,0,861200,147350,56548,657300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,,,,1400,3885;11631;12339,True;True;True,4020;12106;12836,20604;20605;20606;64917;68791;68792,14404;45865;48570;48571,14404;45865;48571,,,9606
Q10589,Q10589,3,3,3,Bone marrow stromal antigen 2,BST2,sp|Q10589|BST2_HUMAN Bone marrow stromal antigen 2 OS=Homo sapiens OX=9606 GN=BST2 PE=1 SV=1,1,3,3,3,2,2,3,3,3,1,2,3,2,2,3,3,3,1,2,3,2,2,3,3,3,1,2,3,18.3,18.3,18.3,19.769,180,180,1,20,0,19.059,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,10,10,18.3,18.3,18.3,8.3,13.9,18.3,23729000,552880,403210,10652000,947150,7996800,616070,1700200,860250,1720100,1687200,4688900,1757300,2669100,0,0,524410,1,1,3,3,3,0,1,0,12,,,,1401,2127;5909;7113,True;True;True,2205;6128;7370,11253;11254;11255;11256;11257;11258;11259;32480;32481;32482;32483;32484;32485;38951;38952;38953;38954;38955;38956;38957,7794;7795;7796;7797;22729;22730;22731;27363;27364;27365;27366;27367,7797;22729;27367,,,9606
Q10713,Q10713,3,3,3,Mitochondrial-processing peptidase subunit alpha,PMPCA,sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens OX=9606 GN=PMPCA PE=1 SV=2,1,3,3,3,1,0,2,1,3,0,0,0,1,0,2,1,3,0,0,0,1,0,2,1,3,0,0,0,5,5,5,58.252,525,525,1,8,0,6.5088,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,,,,1.9,0,3.4,1.5,5,0,0,0,3383500,0,0,711410,0,2672000,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,0,7,,,,1402,2346;7397;7591,True;True;True,2431;7659;7860,12336;40418;40419;40420;41423;41424;41425;41426,8546;28372;28373;28374;29050;29051;29052,8546;28374;29050,,,9606
Q12765,Q12765,3,3,3,Secernin-1,SCRN1,sp|Q12765|SCRN1_HUMAN Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2,1,3,3,3,0,2,2,1,2,1,2,2,0,2,2,1,2,1,2,2,0,2,2,1,2,1,2,2,9.2,9.2,9.2,46.382,414,414,1,12,0,9.0422,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,5.3,6.3,2.4,6.3,2.4,5.3,6.3,4039800,0,348980,694720,0,1244700,533260,765230,452830,0,0,238940,0,298330,0,0,221910,0,0,1,1,2,0,2,1,7,,,,1403,378;408;2136,True;True;True,393;425;2214,2035;2036;2200;2201;2202;2203;2204;2205;2206;11289;11290;11291,1462;1463;1590;1591;1592;7823;7824;7825,1463;1590;7824,,,9606
